Striped Warp Reduction,25,3d_27pt,256,128,128,111777784,SPMV,vanilla_version_RR Norm: 0.511717
0.80128
0.76288
0.765952
0.763904
0.764928
0.761856
0.761856
0.760832
0.759808
0.763904
