Striped Warp Reduction,25,3d_27pt,16,16,16,97336,SPMV,vanilla_version_RR Norm: 0.186879
0.019168
0.016384
0.016384
0.017408
0.017408
0.017408
0.017408
0.017408
0.017408
0.016384
