Striped Warp Reduction,25,3d_27pt,256,128,128,111777784,WAXPBY,vanilla_version_RR Norm: 0.511717
0.10128
0.096992
0.09664
0.09824
0.09888
0.092032
0.099136
0.098752
0.099552
0.0936
