Striped Warp Reduction,25,3d_27pt,16,16,16,97336,SymGS,vanilla_version_RR Norm: 0.186879
6.06822
6.06822
6.06822
6.07027
6.06925
6.06925
6.07027
6.06822
6.06822
6.06822
