Striped Warp Reduction,25,3d_27pt,16,16,16,97336,WAXPBY,vanilla_version_RR Norm: 0.186879
0.014336
0.014336
0.014336
0.014336
0.013312
0.013312
0.01536
0.014336
0.014336
0.014336
