BaseTorch,41-44,3d_27pt,8,8,8,10648,CG
4199.0341796875
4187.93994140625
4167.8828125
4173.13671875
4187.568359375
4226.744140625
4185.48828125
4166.1171875
4217.41552734375
4182.92626953125
