BaseTorch,41-44,3d_27pt,8,8,8,10648,SymGS
306.7083740234375
303.7685852050781
301.09173583984375
300.46514892578125
300.1866760253906
300.1640930175781
301.1061706542969
300.4671936035156
300.0586242675781
300.51531982421875
