BaseTorch,41-44,3d_27pt,8,8,8,10648,MG
797.4359741210938
790.667236328125
798.3267822265625
801.3711547851562
801.8411254882812
801.2001342773438
790.3323974609375
799.1900024414062
802.5333862304688
796.8194580078125
