Striped Warp Reduction,GH200,3d_27pt,64,64,64,6859000,SPMV,vanilla_version
0.047968
0.035264
0.034528
0.034464
0.034784
0.034912
0.033536
0.034528
0.03328
0.035072
0.033952
0.034272
0.033856
0.033952
0.034496
0.033952
0.03424
0.0336
0.033888
0.034496
0.033696
0.033376
0.033888
0.033696
0.034016
