Striped Warp Reduction,GH200,3d_27pt,512,512,512,3609741304,WAXPBY,vanilla_version
0.919808
0.895552
0.892
0.89632
0.894496
0.890592
0.894176
0.890624
0.89472
0.896256
0.889792
0.894656
0.88912
0.895008
0.892992
0.890432
0.889664
0.895456
0.892288
0.891648
0.889632
0.896256
0.891744
0.890976
0.887904
