Striped Warp Reduction,GH200,3d_27pt,256,256,256,449455096,Dot,vanilla_version
0.159168
0.122976
0.123008
0.122272
0.120032
0.121504
0.121184
0.122336
0.120832
0.12096
0.122304
0.121536
0.1216
0.121312
0.121536
0.121248
0.122464
0.12016
0.120992
0.120992
0.12112
0.120768
0.121024
0.121696
0.120416
