Striped Warp Reduction,GH200,3d_27pt,32,32,32,830584,Dot,vanilla_version
0.08336
0.02336
0.021472
0.021376
0.020928
0.021664
0.020512
0.020832
0.02144
0.021248
0.020448
0.021056
0.020832
0.021312
0.020768
0.021408
0.02064
0.021344
0.020864
0.021216
0.02112
0.021216
0.020608
0.021792
0.020704
