Striped Warp Reduction,GH200,3d_27pt,32,32,32,830584,WAXPBY,vanilla_version
0.065056
0.009952
0.009344
0.00928
0.00976
0.008896
0.00864
0.009344
0.008928
0.022656
0.00912
0.008672
0.008704
0.008544
0.009184
0.008736
0.009664
0.00864
0.00848
0.009376
0.009504
0.008992
0.008704
0.009408
0.009472
