Striped Warp Reduction,GH200,3d_27pt,128,128,128,55742968,WAXPBY,vanilla_version
0.022752
0.02256
0.02144
0.022624
0.025024
0.021728
0.022336
0.02192
0.02208
0.02144
0.021984
0.021728
0.021952
0.022208
0.021536
0.02192
0.022016
0.022272
0.022272
0.022368
0.02224
0.021952
0.022464
0.022048
0.022208
