Striped Warp Reduction,GH200,3d_27pt,256,256,256,449455096,WAXPBY,vanilla_version
0.136928
0.134272
0.129568
0.130368
0.130656
0.129792
0.129504
0.131104
0.131168
0.129568
0.129312
0.1304
0.13024
0.12928
0.129952
0.12912
0.129344
0.129536
0.129248
0.130112
0.129408
0.130976
0.129344
0.129792
0.131104
