Striped Warp Reduction,GH200,3d_27pt,512,512,512,3609741304,Dot,vanilla_version
0.871584
0.82208
0.816352
0.81952
0.816864
0.819264
0.8112
0.807456
0.811232
0.809216
0.808256
0.80864
0.80944
0.808768
0.805728
0.810656
0.808064
0.809248
0.806624
0.807552
0.808352
0.807168
0.807296
0.8072
0.8064
