Striped Warp Reduction,GH200,3d_27pt,128,128,128,55742968,SPMV,vanilla_version
0.21552
0.19872
0.20192
0.200128
0.201696
0.1992
0.197536
0.19936
0.197344
0.200448
0.200864
0.201088
0.200832
0.198688
0.198848
0.196096
0.201344
0.200832
0.200928
0.199936
0.20032
0.199936
0.19792
0.199872
0.2008
