Striped Warp Reduction,GH200,3d_27pt,512,512,512,3609741304,SPMV,vanilla_version
12.2906
12.179
12.1769
12.1761
12.2774
12.3163
12.3183
12.3154
12.317
12.3938
12.4061
12.4147
12.4426
12.4464
12.4234
12.4392
12.4422
12.436
12.4383
12.4336
12.4419
12.4381
12.4289
12.4239
12.4043
