Striped Warp Reduction,GH200,3d_27pt,64,64,64,6859000,Dot,vanilla_version
0.030944
0.023456
0.022208
0.023072
0.021632
0.022272
0.021472
0.022112
0.021856
0.021792
0.021472
0.023872
0.02304
0.02224
0.022176
0.022176
0.02208
0.022336
0.021408
0.021696
0.021696
0.021696
0.0216
0.023456
0.022336
