Striped Warp Reduction,GH200,3d_27pt,256,256,256,449455096,SPMV,vanilla_version
1.53667
1.50282
1.48941
1.48192
1.47299
1.4775
1.47002
1.46947
1.47046
1.48016
1.5289
1.4769
1.47795
1.49302
1.46733
1.46445
1.48189
1.47219
1.48838
1.46067
1.46512
1.45821
1.45898
1.45802
1.4879
