Striped Warp Reduction,GH200,3d_27pt,672,672,672,8169178744,Dot,vanilla_version
1.86365
1.79168
1.79245
1.79094
1.78368
1.7881
1.7848
1.79011
1.79488
1.78784
1.78362
1.78522
1.78218
1.78963
1.78646
1.784
1.77331
1.77363
1.77786
1.77632
1.77651
1.77734
1.77594
1.76947
1.77101
