Striped Warp Reduction,GH200,3d_27pt,128,128,128,55742968,Dot,vanilla_version
0.045312
0.030144
0.029088
0.029792
0.029056
0.029312
0.028064
0.028768
0.028512
0.02864
0.028032
0.028768
0.028256
0.029056
0.027552
0.029024
0.027744
0.02944
0.028032
0.0288
0.027968
0.028256
0.028352
0.02912
0.028288
