Striped Warp Reduction,GH200,3d_27pt,32,32,32,830584,SPMV,vanilla_version
0.070976
0.010976
0.012
0.011904
0.011616
0.012384
0.011072
0.011328
0.01104
0.0128
0.01104
0.01136
0.011968
0.011424
0.011072
0.012288
0.011072
0.011712
0.012608
0.01216
0.01168
0.011136
0.01168
0.011008
0.011328
