Striped Warp Reduction,GH200,3d_27pt,672,672,672,8169178744,SPMV,vanilla_version
28.7669
28.6915
28.8856
28.9553
29.0241
29.025
29.0199
29.0287
29.0599
29.1138
29.1066
29.1071
29.0538
29.0025
28.9998
29.0134
29.0892
29.1277
29.1301
29.1038
29.1198
29.1113
29.1729
29.1786
29.1446
