AMGX non-deterministic,41-44,3d_27pt,24,24,24,343000,SymGS,L2 Norm: 121.52135423832787
1.4135359525680542
1.3250240087509155
1.3120640516281128
1.3175359964370728
1.313920021057129
1.3155839443206787
1.3188480138778687
1.3060799837112427
1.3154239654541016
1.3063679933547974
