AMGX 4 iterations non-deterministic,41-44,3d_27pt,8,8,8,10648,SymGS,L2 Norm: 10.053702306305754
1.7367039918899536
1.667072057723999
1.6559360027313232
1.6620479822158813
1.6639679670333862
1.6609280109405518
1.6588799953460693
1.6783360242843628
1.687648057937622
1.6609280109405518
