AMGX 2 iterations non-deterministic,41-44,3d_27pt,24,24,24,343000,SymGS,L2 Norm: 76.60165495091543
2.0378880500793457
1.9556479454040527
1.9575999975204468
1.9531519412994385
1.9543039798736572
1.9542399644851685
1.9588799476623535
1.9530880451202393
1.9565759897232056
1.9536319971084595
