AMGX 4 iterations non-deterministic,41-44,3d_27pt,24,24,24,343000,SymGS,L2 Norm: 52.67371353317236
3.343679904937744
3.2406399250030518
3.2861440181732178
3.240799903869629
3.240000009536743
3.246527910232544
3.2413439750671387
3.246975898742676
3.281183958053589
3.2412478923797607
