AMGX non-deterministic,41-44,3d_27pt,64,64,64,6859000,SymGS,L2 Norm: 521.5607747936747
3.089695930480957
2.732703924179077
2.729919910430908
2.7403199672698975
2.751744031906128
2.748095989227295
2.77126407623291
2.768768072128296
2.7586560249328613
2.754431962966919
