AMGX 2 iterations non-deterministic,41-44,3d_27pt,32,32,32,830584,SymGS,L2 Norm: 131.73216220994715
1.87283194065094
1.7916159629821777
1.7892160415649414
1.7912319898605347
1.7927039861679077
1.7913600206375122
1.7949119806289673
1.795456051826477
1.7842559814453125
1.7862080335617065
