AMGX 2 iterations non-deterministic,41-44,3d_27pt,8,8,8,10648,SymGS,L2 Norm: 21.80365381153301
1.1479040384292603
1.070080041885376
1.070080041885376
1.0690560340881348
1.077247977256775
1.0740480422973633
1.0782719850540161
1.0670080184936523
1.0670080184936523
1.06496000289917
