AMGX non-deterministic,41-44,3d_27pt,32,32,32,830584,SymGS,L2 Norm: 182.79881476108622
1.3025599718093872
1.1681920289993286
1.2026879787445068
1.223680019378662
1.1915520429611206
1.1968640089035034
1.1985280513763428
1.1895040273666382
1.1895359754562378
1.1968319416046143
