AMGX non-deterministic,41-44,3d_27pt,128,64,64,13790200,SymGS,L2 Norm: 740.5935078936361
5.190368175506592
4.825024127960205
4.828351974487305
4.809823989868164
4.800479888916016
4.8106560707092285
4.817984104156494
4.986656188964844
4.841760158538818
4.8646721839904785
