AMGX 4 iterations non-deterministic,41-44,3d_27pt,64,64,64,6859000,SymGS,L2 Norm: 426.64127114753956
6.678336143493652
6.331711769104004
6.368000030517578
6.37824010848999
6.360991954803467
6.358176231384277
6.362559795379639
6.366943836212158
6.365920066833496
6.366879940032959
