AMGX non-deterministic,41-44,3d_27pt,16,16,16,97336,SymGS,L2 Norm: 74.74222864217548
1.2165119647979736
1.1243840456008911
1.124351978302002
1.146880030632019
1.1509759426116943
1.1304960250854492
1.1223039627075195
1.1192320585250854
1.124351978302002
1.124351978302002
