Striped coloring (storing nothing),41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_RR Norm: 0.583294
10.6937
10.6982
10.6532
10.6524
10.7067
10.6631
10.6493
10.6938
10.6724
10.7034
