Striped coloring (pre-computing COR Format),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_RR Norm: 0.473484
32.7566
32.049
31.8372
31.8249
31.8044
31.7823
31.8258
31.8279
31.8701
31.8093
