Striped Warp Reduction (3x physical cores occupied),41-44,3d_27pt,256,256,128,8388608,Dot,vanilla_version
0.182464
0.180224
0.179232
0.180032
0.179136
0.1792
0.1792
0.1792
0.1792
0.1792
