Striped Warp Reduction (3x physical cores occupied),41-44,3d_27pt,128,128,128,2097152,Dot,vanilla_version
0.06496
0.063488
0.06352
0.062464
0.063488
0.062464
0.063488
0.063488
0.063488
0.063328
