Striped Warp Reduction (3x physical cores occupied),41-44,3d_27pt,8,8,8,512,Dot,vanilla_version
0.013408
0.011296
0.011264
0.011264
0.011264
0.011264
0.011264
0.011264
0.011264
0.01024
