Striped Box coloring (COR stored on GPU) (coloringBox 4x4x4),GH200,3d_27pt,512,512,512,3609741304,CG,vanilla_version_CG iterations: 317
76924.1
76924
76919.4
76914.9
76926.3
76910.3
76916.8
76907.4
76918.6
76915.4
