Striped Box coloring,41-44,3d_27pt,24,24,24,343000,SymGS,vanilla_version_RR Norm: 0.152827
1.71494
1.71411
1.71104
1.71382
1.71174
1.71264
1.71693
1.7176
1.71194
1.70979
