Striped Box coloring,41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_RR Norm: 0.126404
1.2375
1.23827
1.23846
1.23709
1.24406
1.2344
1.23264
1.23642
1.2391
1.23853
