Striped Box coloring,41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_RR Norm: 0.108911
1.56464
1.57024
1.56554
1.55766
1.55747
1.55878
1.56906
1.56166
1.56077
1.55926
