Striped Box coloring,41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_RR Norm: 0.471333
43.7508
43.7023
43.6863
43.7196
43.6979
43.7072
43.6806
43.67
43.7438
43.8348
