Striped Box coloring,41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_RR Norm: 0.335813
2.57059
2.55232
2.55338
2.54211
2.54403
2.53299
2.53181
2.53811
2.53773
2.53299
