Striped Box coloring (COR stored on GPU) (coloringBox 3x3x3),GH200,3d_27pt,32,32,32,830584,CG,vanilla_version_CG iterations: 24
94.3735
94.2327
94.1958
94.0589
94.2485
94.0776
94.183
94.241
94.2776
94.2178
