Striped Warp Reduction (1x physical cores occupied),41-44,3d_27pt,32,32,32,32768,Dot,vanilla_version
0.028448
0.0256
0.026592
0.026624
0.0256
0.0256
0.026624
0.0256
0.0256
0.025664
