Striped Warp Reduction (1x physical cores occupied),41-44,3d_27pt,256,256,128,8388608,Dot,vanilla_version
0.303776
0.30208
0.301184
0.301056
0.30208
0.30208
0.301088
0.302016
0.30208
0.301984
