Striped Warp Reduction (1x physical cores occupied),41-44,3d_27pt,24,24,24,13824,Dot,vanilla_version
0.01632
0.014336
0.01536
0.014336
0.015296
0.014336
0.014336
0.014336
0.01536
0.015264
