Striped Warp Reduction (1x physical cores occupied),41-44,3d_27pt,256,128,128,4194304,Dot,vanilla_version
0.165248
0.16384
0.164
0.16384
0.16384
0.162816
0.162816
0.162912
0.162976
0.16384
