Striped Warp Reduction (1x physical cores occupied),41-44,3d_27pt,128,128,128,2097152,Dot,vanilla_version
0.094848
0.093024
0.093184
0.093184
0.09216
0.09216
0.09312
0.093248
0.093152
0.092224
