AMGX,41-44,3d_27pt,8,8,8,10648,CG,
26.314559936523438
24.812511444091797
24.80419158935547
24.80531120300293
24.78892707824707
24.77894401550293
24.754976272583008
24.764575958251953
24.770240783691406
24.600736618041992
