AMGX,41-44,3d_27pt,128,64,64,13790200,CG,
4058.708251953125
4050.578125
4077.138427734375
4079.32763671875
4078.40234375
4077.544189453125
4077.575927734375
4077.67529296875
4077.42138671875
4077.533447265625
