AMGX,41-44,3d_27pt,32,32,32,830584,CG,
333.58026123046875
333.4396667480469
333.51385498046875
333.5456848144531
333.47625732421875
333.4867858886719
333.44219970703125
333.44439697265625
333.52099609375
333.5308532714844
