AMGX,41-44,3d_27pt,64,64,64,6859000,CG,
726.1209106445312
707.9357299804688
708.1965942382812
708.0017700195312
707.8345336914062
708.1885375976562
707.9719848632812
707.9232177734375
707.5994873046875
707.8630981445312
