AMGX,41-44,3d_27pt,24,24,24,343000,CG,
344.7530212402344
345.0885314941406
345.2344055175781
345.21368408203125
345.1356506347656
345.2268371582031
345.21710205078125
345.1728210449219
345.2081604003906
345.15386962890625
