AMGX,41-44,3d_27pt,16,16,16,97336,CG,
191.17074584960938
190.90447998046875
190.95875549316406
190.86892700195312
190.98745727539062
190.9097900390625
190.83477783203125
190.88876342773438
190.85533142089844
190.81890869140625
