Striped Warp Reduction (2x physical cores occupied),41-44,3d_27pt,128,128,128,2097152,Dot,vanilla_version
0.07232
0.067584
0.06656
0.065728
0.066464
0.06656
0.06656
0.067488
0.06656
0.066656
