Striped Warp Reduction (2x physical cores occupied),41-44,3d_27pt,128,128,64,1048576,Dot,vanilla_version
0.048736
0.046944
0.04608
0.045056
0.04608
0.045152
0.04608
0.045056
0.04608
0.04608
