Striped Warp Reduction (2x physical cores occupied),41-44,3d_27pt,32,32,32,32768,Dot,vanilla_version
0.028192
0.026496
0.0256
0.026624
0.026592
0.0256
0.028672
0.025728
0.026496
0.026624
