Striped Box coloring (COR stored on GPU) (coloringBox 3x3x3),GH200,3d_27pt,512,512,512,3609741304,CG_noPreconditioning,vanilla_version_CG iterations: 315
13862.1
13873.8
13867
13863.8
13860.6
13870.7
13871.8
13867.7
13864.8
13863.7
