Striped Box coloring (COR stored on GPU) (coloringBox 3x3x3),GH200,3d_27pt,256,256,256,449455096,MG,vanilla_version_CG iterations: 159
30.7318
30.5456
30.4532
30.3117
30.3604
30.3274
30.329
30.2613
30.2814
30.3169
