CuPy (minres),41-44,3d_27pt,8,8,8,10648,SymGS
476.4764099121094
1.223680019378662
1.1509439945220947
1.159168004989624
1.1560959815979004
1.146880030632019
1.1438080072402954
1.154047966003418
1.136639952659607
1.1459200382232666
